"","CLIENT.CODE","DISTRICT","CLIENT.TYPE","YEAR","MONTH","MARGIN"
"1080",1521,"VOI","MINI SHOPS",19,5,939.8038
"1081",5110,"KASARANI","SUPERMAKETS",19,5,1640.964
"1082",8779,"MANYANGA","WHOLE SALE",19,5,457.4202
"1083",5142,"MTITO ANDEI","MINI SHOPS",19,5,4548.7016
"1084",4120,"MACHAKOS","SUPERMAKETS",19,5,189.9746
"1085",4957,"MAUA","SUPERMAKETS",19,5,961.4771
"1086",7992,"KILIMANJARO","MINI SHOPS",19,5,-926.6796
"1087",5142,"MTITO ANDEI","MINI SHOPS",19,5,-1817.1
"1088",5556,"MANYANGA","MINI SUPERMAKETS",19,5,0
"1089",8029,"MTITO ANDEI","SHOPS",19,5,0
"1090",5142,"MTITO ANDEI","MINI SHOPS",19,5,5000
"1091",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,-2358.13
"1092",5648,"MTITO ANDEI","SHOPS",19,5,5000
"1093",7282,"MOMBASA","SUPERMAKETS",19,5,-15000
"1094",8792,"KITUI","SHOPS",19,5,-15000
"1095",101,"VOI","SUPERMAKETS",19,5,5000
"1096",1521,"VOI","MINI SHOPS",19,5,-5000
"1097",5160,"VOI","MINI SHOPS",19,5,5000
"1098",5556,"MANYANGA","MINI SUPERMAKETS",19,5,0
"1099",6040,"NAIROBI","MINI SUPERMAKETS",19,5,5000
"1100",7142,"KASARANI","SHOPS",19,5,0
"1101",6036,"VOI","MINI SUPERMAKETS",19,5,5000
"1102",8779,"MANYANGA","WHOLE SALE",19,5,5000
"1103",3045,"KILIMANJARO","MINI SHOPS",19,5,0
"1104",5145,"MANYANGA","MINI SUPERMAKETS",19,5,5000
"1105",101,"VOI","SUPERMAKETS",19,5,5000
"1106",1514,"VOI","SHOPS",19,5,-5000
"1107",4011,"VOI","MINI SHOPS",19,5,0
"1108",5142,"MTITO ANDEI","MINI SHOPS",19,5,5000
"1109",3045,"KILIMANJARO","MINI SHOPS",19,5,2839.0255
"1110",3045,"KILIMANJARO","MINI SHOPS",19,5,5879.2635
"1111",6036,"VOI","MINI SUPERMAKETS",19,5,802.9071
"1112",5142,"MTITO ANDEI","MINI SHOPS",19,5,875.679
"1113",5145,"MANYANGA","MINI SUPERMAKETS",19,5,486.2745
"1114",3045,"KILIMANJARO","MINI SHOPS",19,5,1519.889
"1115",7142,"KASARANI","SHOPS",19,5,2839.0255
"1116",7142,"KASARANI","SHOPS",19,5,466.554
"1117",7142,"KASARANI","SHOPS",19,5,486.2745
"1118",5142,"MTITO ANDEI","MINI SHOPS",19,5,4146.584
"1119",5145,"MANYANGA","MINI SUPERMAKETS",19,5,19249.1405
"1120",6040,"NAIROBI","MINI SUPERMAKETS",19,5,279.9324
"1121",6040,"NAIROBI","MINI SUPERMAKETS",19,5,291.7647
"1122",4011,"VOI","MINI SHOPS",19,5,194.5098
"1123",5142,"MTITO ANDEI","MINI SHOPS",19,5,972.549
"1124",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,3196.242
"1125",6040,"NAIROBI","MINI SUPERMAKETS",19,5,2153.4396
"1126",6040,"NAIROBI","MINI SUPERMAKETS",19,5,1395.068
"1127",5142,"MTITO ANDEI","MINI SHOPS",19,5,5024.6924
"1128",4011,"VOI","MINI SHOPS",19,5,1341.054
"1129",8163,"KILIMANJARO","MINI SUPERMAKETS",19,5,927.5607
"1130",8163,"KILIMANJARO","MINI SUPERMAKETS",19,5,372.1044
"1131",5882,"KILIMANJARO","MINI SUPERMAKETS",19,5,3305.0529
"1132",4759,"MANYANGA","SUPERMAKETS",19,5,1231.7834
"1133",4011,"VOI","MINI SHOPS",19,5,1231.7834
"1134",4988,"MTITO ANDEI","SUPERMAKETS",19,5,28030.242
"1135",5145,"MANYANGA","MINI SUPERMAKETS",19,5,1855.1214
"1136",5145,"MANYANGA","MINI SUPERMAKETS",19,5,615.906
"1137",5145,"MANYANGA","MINI SUPERMAKETS",19,5,868.4828
"1138",6040,"NAIROBI","MINI SUPERMAKETS",19,5,2343.5559
"1139",7282,"MOMBASA","SUPERMAKETS",19,5,2343.5559
"1140",7282,"MOMBASA","SUPERMAKETS",19,5,868.4828
"1141",3045,"KILIMANJARO","MINI SHOPS",19,5,868.4828
"1142",4957,"MAUA","SUPERMAKETS",19,5,2463.5668
"1143",8779,"MANYANGA","WHOLE SALE",19,5,1101.6843
"1144",8779,"MANYANGA","WHOLE SALE",19,5,2463.5668
"1145",4963,"KERUGOYA","SUPERMAKETS",19,5,0
"1146",4963,"KERUGOYA","SUPERMAKETS",19,5,1101.6843
"1147",4963,"KERUGOYA","SUPERMAKETS",19,5,0
"1148",4963,"KERUGOYA","SUPERMAKETS",19,5,615.906
"1149",5142,"MTITO ANDEI","MINI SHOPS",19,5,4687.1118
"1150",5145,"MANYANGA","MINI SUPERMAKETS",19,5,3305.0529
"1151",5887,"MACHAKOS","MINI SUPERMAKETS",19,5,868.4828
"1152",4957,"MAUA","SUPERMAKETS",19,5,2343.5559
"1153",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,309.1869
"1154",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,615.906
"1155",5882,"KILIMANJARO","MINI SUPERMAKETS",19,5,4687.1118
"1156",5882,"KILIMANJARO","MINI SUPERMAKETS",19,5,3079.53
"1157",4011,"VOI","MINI SHOPS",19,5,5502.4209
"1158",4011,"VOI","MINI SHOPS",19,5,2352.1296
"1159",4011,"VOI","MINI SHOPS",19,5,5591.1969
"1160",4120,"MACHAKOS","SUPERMAKETS",19,5,1621.9869
"1161",4120,"MACHAKOS","SUPERMAKETS",19,5,4661.077
"1162",5110,"KASARANI","SUPERMAKETS",19,5,2366.3232
"1163",5145,"MANYANGA","MINI SUPERMAKETS",19,5,0
"1164",4120,"MACHAKOS","SUPERMAKETS",19,5,4331.8134
"1165",4120,"MACHAKOS","SUPERMAKETS",19,5,817.086
"1166",5110,"KASARANI","SUPERMAKETS",19,5,4581.5659
"1167",5110,"KASARANI","SUPERMAKETS",19,5,12278.942
"1168",5110,"KASARANI","SUPERMAKETS",19,5,1321.7373
"1169",4963,"KERUGOYA","SUPERMAKETS",19,5,0
"1170",4963,"KERUGOYA","SUPERMAKETS",19,5,5628.4251
"1171",5145,"MANYANGA","MINI SUPERMAKETS",19,5,425.809
"1172",5887,"MACHAKOS","MINI SUPERMAKETS",19,5,2656.5992
"1173",5887,"MACHAKOS","MINI SUPERMAKETS",19,5,874.4494
"1174",4011,"VOI","MINI SHOPS",19,5,2367.8535
"1175",4011,"VOI","MINI SHOPS",19,5,1983.0612
"1176",5110,"KASARANI","SUPERMAKETS",19,5,4661.077
"1177",5142,"MTITO ANDEI","MINI SHOPS",19,5,1209.0134
"1178",5893,"MANYANGA","SHOPS",19,5,5299.5737
"1179",1192,"MTITO ANDEI","SUPERMAKETS",19,5,-5796.75
"1180",1192,"MTITO ANDEI","SUPERMAKETS",19,5,6139.471
"1181",1192,"MTITO ANDEI","SUPERMAKETS",19,5,5507.0848
"1182",1521,"VOI","MINI SHOPS",19,5,4661.077
"1183",3045,"KILIMANJARO","MINI SHOPS",19,5,1386.9562
"1184",3045,"KILIMANJARO","MINI SHOPS",19,5,30573.6992
"1185",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,540.6623
"1186",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,1745.7594
"1187",5142,"MTITO ANDEI","MINI SHOPS",19,5,3531.6987
"1188",5142,"MTITO ANDEI","MINI SHOPS",19,5,5008.0431
"1189",5180,"MANYANGA-MAUA","SHOPS",19,5,4629.205
"1190",5180,"MANYANGA-MAUA","SHOPS",19,5,13843
"1191",5180,"MANYANGA-MAUA","SHOPS",19,5,5545.84
"1192",4120,"MACHAKOS","SUPERMAKETS",19,5,467.0868
"1193",4120,"MACHAKOS","SUPERMAKETS",19,5,1032.8656
"1194",4988,"MTITO ANDEI","SUPERMAKETS",19,5,11256.8502
"1195",4988,"MTITO ANDEI","SUPERMAKETS",19,5,2165.9067
"1196",4988,"MTITO ANDEI","SUPERMAKETS",19,5,4688.1853
"1197",4988,"MTITO ANDEI","SUPERMAKETS",19,5,5507.0848
"1198",5110,"KASARANI","SUPERMAKETS",19,5,0
"1199",5142,"MTITO ANDEI","MINI SHOPS",19,5,12278.942
"1200",5145,"MANYANGA","MINI SUPERMAKETS",19,5,12278.942
"1201",6040,"NAIROBI","MINI SUPERMAKETS",19,5,823.777
"1202",7142,"KASARANI","SHOPS",19,5,11256.8502
"1203",7282,"MOMBASA","SUPERMAKETS",19,5,1177.2329
"1204",4120,"MACHAKOS","SUPERMAKETS",19,5,620.43
"1205",4120,"MACHAKOS","SUPERMAKETS",19,5,2798.5331
"1206",4957,"MAUA","SUPERMAKETS",19,5,5944.686
"1207",5142,"MTITO ANDEI","MINI SHOPS",19,5,11256.8502
"1208",7142,"KASARANI","SHOPS",19,5,3284.045
"1209",4120,"MACHAKOS","SUPERMAKETS",19,5,1840.65
"1210",5110,"KASARANI","SUPERMAKETS",19,5,1443.5811
"1211",5110,"KASARANI","SUPERMAKETS",19,5,5507.0848
"1212",1521,"VOI","MINI SHOPS",19,5,2701.365
"1213",3045,"KILIMANJARO","MINI SHOPS",19,5,7295.42
"1214",4954,"MANYANGA-MAUA","SUPERMAKETS",19,5,1515.1812
"1215",4954,"MANYANGA-MAUA","SUPERMAKETS",19,5,3106.836
"1216",4954,"MANYANGA-MAUA","SUPERMAKETS",19,5,933.3033
"1217",5110,"KASARANI","SUPERMAKETS",19,5,1176.0648
"1218",5110,"KASARANI","SUPERMAKETS",19,5,4697.6101
"1219",5110,"KASARANI","SUPERMAKETS",19,5,45286.784
"1220",5110,"KASARANI","SUPERMAKETS",19,5,1767.1047
"1221",5110,"KASARANI","SUPERMAKETS",19,5,968.8176
"1222",5887,"MACHAKOS","MINI SUPERMAKETS",19,5,1223.2707
"1223",101,"VOI","SUPERMAKETS",19,5,-7450.5
"1224",4120,"MACHAKOS","SUPERMAKETS",19,5,930.645
"1225",5110,"KASARANI","SUPERMAKETS",19,5,1261.8226
"1226",5110,"KASARANI","SUPERMAKETS",19,5,3361.427
"1227",5110,"KASARANI","SUPERMAKETS",19,5,4362.6842
"1228",5145,"MANYANGA","MINI SUPERMAKETS",19,5,4661.077
"1229",5648,"MTITO ANDEI","SHOPS",19,5,9809.9235
"1230",7142,"KASARANI","SHOPS",19,5,3106.836
"1231",4120,"MACHAKOS","SUPERMAKETS",19,5,13226.963
"1232",4120,"MACHAKOS","SUPERMAKETS",19,5,2501.6672
"1233",5110,"KASARANI","SUPERMAKETS",19,5,3464.9924
"1234",5110,"KASARANI","SUPERMAKETS",19,5,2265.5511
"1235",5142,"MTITO ANDEI","MINI SHOPS",19,5,9322.154
"1236",7142,"KASARANI","SHOPS",19,5,5098.7066
"1237",5110,"KASARANI","SUPERMAKETS",19,5,1163.8396
"1238",5110,"KASARANI","SUPERMAKETS",19,5,783.5346
"1239",5110,"KASARANI","SUPERMAKETS",19,5,1796.4766
"1240",5110,"KASARANI","SUPERMAKETS",19,5,1373.6902
"1241",5110,"KASARANI","SUPERMAKETS",19,5,12206.5048
"1242",5180,"MANYANGA-MAUA","SHOPS",19,5,13744.6977
"1243",5180,"MANYANGA-MAUA","SHOPS",19,5,5438.53
"1244",5180,"MANYANGA-MAUA","SHOPS",19,5,4728.42
"1245",5180,"MANYANGA-MAUA","SHOPS",19,5,10442.95
"1246",5648,"MTITO ANDEI","SHOPS",19,5,11014.1696
"1247",4988,"MTITO ANDEI","SUPERMAKETS",19,5,3966.1224
"1248",5142,"MTITO ANDEI","MINI SHOPS",19,5,1983.0612
"1249",5648,"MTITO ANDEI","SHOPS",19,5,9322.154
"1250",6036,"VOI","MINI SUPERMAKETS",19,5,907.3308
"1251",6036,"VOI","MINI SUPERMAKETS",19,5,1092.528
"1252",4011,"VOI","MINI SHOPS",19,5,6161.119
"1253",4011,"VOI","MINI SHOPS",19,5,3127.084
"1254",4011,"VOI","MINI SHOPS",19,5,1855.7208
"1255",4011,"VOI","MINI SHOPS",19,5,0
"1256",7282,"MOMBASA","SUPERMAKETS",19,5,5678.748
"1257",4974,"MURANGA","MINI SUPERMAKETS",19,5,1244.7744
"1258",4974,"MURANGA","MINI SUPERMAKETS",19,5,1064.614
"1259",4974,"MURANGA","MINI SUPERMAKETS",19,5,244.1551
"1260",4988,"MTITO ANDEI","SUPERMAKETS",19,5,1159.1295
"1261",6040,"NAIROBI","MINI SUPERMAKETS",19,5,2781.9108
"1262",7142,"KASARANI","SHOPS",19,5,1390.9554
"1263",7142,"KASARANI","SHOPS",19,5,2781.9108
"1264",8163,"KILIMANJARO","MINI SUPERMAKETS",19,5,463.6518
"1265",1192,"MTITO ANDEI","SUPERMAKETS",19,5,779.6179
"1266",5110,"KASARANI","SUPERMAKETS",19,5,-1981.7864
"1267",1192,"MTITO ANDEI","SUPERMAKETS",19,5,8545.52
"1268",5145,"MANYANGA","MINI SUPERMAKETS",19,5,490.2208
"1269",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,1379.465
"1270",7282,"MOMBASA","SUPERMAKETS",19,5,1980.6018
"1271",7282,"MOMBASA","SUPERMAKETS",19,5,990.8939
"1272",1192,"MTITO ANDEI","SUPERMAKETS",19,5,21145.0722
"1273",4011,"VOI","MINI SHOPS",19,5,1965.7482
"1274",5142,"MTITO ANDEI","MINI SHOPS",19,5,3900.3949
"1275",5145,"MANYANGA","MINI SUPERMAKETS",19,5,1043.3212
"1276",4011,"VOI","MINI SHOPS",19,5,689.7325
"1277",8779,"MANYANGA","WHOLE SALE",19,5,1805.596
"1278",5110,"KASARANI","SUPERMAKETS",19,5,6260.5214
"1279",5142,"MTITO ANDEI","MINI SHOPS",19,5,2794.5586
"1280",5648,"MTITO ANDEI","SHOPS",19,5,14362.278
"1281",1192,"MTITO ANDEI","SUPERMAKETS",19,5,1093.7
"1282",1192,"MTITO ANDEI","SUPERMAKETS",19,5,999.25
"1283",1192,"MTITO ANDEI","SUPERMAKETS",19,5,1656
"1284",4120,"MACHAKOS","SUPERMAKETS",19,5,249.87
"1285",4957,"MAUA","SUPERMAKETS",19,5,1859.29
"1286",4957,"MAUA","SUPERMAKETS",19,5,561
"1287",4957,"MAUA","SUPERMAKETS",19,5,654.35
"1288",4957,"MAUA","SUPERMAKETS",19,5,981.36
"1289",4957,"MAUA","SUPERMAKETS",19,5,283.75
"1290",4957,"MAUA","SUPERMAKETS",19,5,260.25
"1291",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,654.35
"1292",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,141.87
"1293",5142,"MTITO ANDEI","MINI SHOPS",19,5,1998.5
"1294",5145,"MANYANGA","MINI SUPERMAKETS",19,5,0
"1295",5145,"MANYANGA","MINI SUPERMAKETS",19,5,1650
"1296",5882,"KILIMANJARO","MINI SUPERMAKETS",19,5,387.3
"1297",5882,"KILIMANJARO","MINI SUPERMAKETS",19,5,1188
"1298",1192,"MTITO ANDEI","SUPERMAKETS",19,5,832.5
"1299",1192,"MTITO ANDEI","SUPERMAKETS",19,5,8227.5
"1300",1192,"MTITO ANDEI","SUPERMAKETS",19,5,828
"1301",1192,"MTITO ANDEI","SUPERMAKETS",19,5,4706.5
"1302",4120,"MACHAKOS","SUPERMAKETS",19,5,2086.2
"1303",4957,"MAUA","SUPERMAKETS",19,5,1248.75
"1304",4957,"MAUA","SUPERMAKETS",19,5,620.9238
"1305",4957,"MAUA","SUPERMAKETS",19,5,2475
"1306",5145,"MANYANGA","MINI SUPERMAKETS",19,5,4162.5
"1307",8029,"MTITO ANDEI","SHOPS",19,5,1653.1
"1308",101,"VOI","SUPERMAKETS",19,5,1601.1
"1309",1192,"MTITO ANDEI","SUPERMAKETS",19,5,1320
"1310",1192,"MTITO ANDEI","SUPERMAKETS",19,5,3612
"1311",5145,"MANYANGA","MINI SUPERMAKETS",19,5,1713.7
"1312",7124,"THIKA","MINI SHOPS",19,5,423.66
"1313",5142,"MTITO ANDEI","MINI SHOPS",19,5,861
"1314",101,"VOI","SUPERMAKETS",19,5,640.44
"1315",3045,"KILIMANJARO","MINI SHOPS",19,5,416.25
"1316",4120,"MACHAKOS","SUPERMAKETS",19,5,437.48
"1317",5110,"KASARANI","SUPERMAKETS",19,5,567.25
"1318",5556,"MANYANGA","MINI SUPERMAKETS",19,5,991.86
"1319",6040,"NAIROBI","MINI SUPERMAKETS",19,5,993.6
"1320",7282,"MOMBASA","SUPERMAKETS",19,5,942.3
"1321",1192,"MTITO ANDEI","SUPERMAKETS",19,5,1412.2
"1322",4957,"MAUA","SUPERMAKETS",19,5,1028.1
"1323",4957,"MAUA","SUPERMAKETS",19,5,514.11
"1324",4957,"MAUA","SUPERMAKETS",19,5,107.62
"1325",4957,"MAUA","SUPERMAKETS",19,5,47.12
"1326",7282,"MOMBASA","SUPERMAKETS",19,5,495
"1327",7282,"MOMBASA","SUPERMAKETS",19,5,681.2
"1328",8792,"KITUI","SHOPS",19,5,1601.1
"1329",4120,"MACHAKOS","SUPERMAKETS",19,5,177.36
"1330",4759,"MANYANGA","SUPERMAKETS",19,5,727
"1331",4759,"MANYANGA","SUPERMAKETS",19,5,856.85
"1332",4759,"MANYANGA","SUPERMAKETS",19,5,0
"1333",4759,"MANYANGA","SUPERMAKETS",19,5,317.62
"1334",4759,"MANYANGA","SUPERMAKETS",19,5,825
"1335",4759,"MANYANGA","SUPERMAKETS",19,5,261.87
"1336",4759,"MANYANGA","SUPERMAKETS",19,5,347
"1337",4759,"MANYANGA","SUPERMAKETS",19,5,141.87
"1338",4957,"MAUA","SUPERMAKETS",19,5,328.11
"1339",5142,"MTITO ANDEI","MINI SHOPS",19,5,6289.5
"1340",4759,"MANYANGA","SUPERMAKETS",19,5,672.5
"1341",8163,"KILIMANJARO","MINI SUPERMAKETS",19,5,462
"1342",1192,"MTITO ANDEI","SUPERMAKETS",19,5,1701.75
"1343",1192,"MTITO ANDEI","SUPERMAKETS",19,5,567
"1344",4957,"MAUA","SUPERMAKETS",19,5,411.25
"1345",5110,"KASARANI","SUPERMAKETS",19,5,659
"1346",5145,"MANYANGA","MINI SUPERMAKETS",19,5,329
"1347",4957,"MAUA","SUPERMAKETS",19,5,523.74
"1348",4011,"VOI","MINI SHOPS",19,5,1307.75
"1349",4011,"VOI","MINI SHOPS",19,5,787.8
"1350",4011,"VOI","MINI SHOPS",19,5,2772
"1351",4011,"VOI","MINI SHOPS",19,5,567.25
"1352",4957,"MAUA","SUPERMAKETS",19,5,1175.76
"1353",8779,"MANYANGA","WHOLE SALE",19,5,174.9
"1354",8779,"MANYANGA","WHOLE SALE",19,5,274.1
"1355",8779,"MANYANGA","WHOLE SALE",19,5,257.1619
"1356",8779,"MANYANGA","WHOLE SALE",19,5,45.3
"1357",8779,"MANYANGA","WHOLE SALE",19,5,113.45
"1358",1192,"MTITO ANDEI","SUPERMAKETS",19,5,2981.5
"1359",4011,"VOI","MINI SHOPS",19,5,2741
"1360",4759,"MANYANGA","SUPERMAKETS",19,5,729
"1361",4759,"MANYANGA","SUPERMAKETS",19,5,310.4619
"1362",5110,"KASARANI","SUPERMAKETS",19,5,2981.5
"1363",5145,"MANYANGA","MINI SUPERMAKETS",19,5,745.24
"1364",5648,"MTITO ANDEI","SHOPS",19,5,5963
"1365",4120,"MACHAKOS","SUPERMAKETS",19,5,347
"1366",4011,"VOI","MINI SHOPS",19,5,140.1992
"1367",8779,"MANYANGA","WHOLE SALE",19,5,372.9624
"1368",5110,"KASARANI","SUPERMAKETS",19,5,4212.1872
"1369",5110,"KASARANI","SUPERMAKETS",19,5,420.5976
"1370",5040,"MANYANGA-MAUA","SUPERMAKETS",19,5,3049.9539
"1371",4974,"MURANGA","MINI SUPERMAKETS",19,5,197.8356
"1372",4974,"MURANGA","MINI SUPERMAKETS",19,5,183.0359
"1373",4963,"KERUGOYA","SUPERMAKETS",19,5,0
"1374",4963,"KERUGOYA","SUPERMAKETS",19,5,354.9057
"1375",5893,"MANYANGA","SHOPS",19,5,609.451
"1376",1521,"VOI","MINI SHOPS",19,5,298.3226
"1377",4954,"MANYANGA-MAUA","SUPERMAKETS",19,5,241.2399
"1378",3045,"KILIMANJARO","MINI SHOPS",19,5,293.636
"1379",5145,"MANYANGA","MINI SUPERMAKETS",19,5,298.0594
"1380",5145,"MANYANGA","MINI SUPERMAKETS",19,5,596.1188
"1381",6036,"VOI","MINI SUPERMAKETS",19,5,321.6532
"1382",4011,"VOI","MINI SHOPS",19,6,443
"1383",7282,"MOMBASA","SUPERMAKETS",19,6,616.8
"1384",7351,"CHOGORIA","INSTITUTIONS",19,6,4400
"1385",6072,"MANYANGA","MINI SHOPS",19,6,886
"1386",5648,"MTITO ANDEI","SHOPS",19,6,1461.9
"1387",4011,"VOI","MINI SHOPS",19,6,444.2
"1388",7142,"KASARANI","SHOPS",19,6,421.99
"1389",7142,"KASARANI","SHOPS",19,6,666.3
"1390",4011,"VOI","MINI SHOPS",19,6,4837.822
"1391",5110,"KASARANI","SUPERMAKETS",19,6,2358.8058
"1392",5110,"KASARANI","SUPERMAKETS",19,6,6647.628
"1393",1192,"MTITO ANDEI","SUPERMAKETS",19,6,1419.598
"1394",1192,"MTITO ANDEI","SUPERMAKETS",19,6,2559.921
"1395",1192,"MTITO ANDEI","SUPERMAKETS",19,6,6047.2775
"1396",5110,"KASARANI","SUPERMAKETS",19,6,1922.7078
"1397",8163,"KILIMANJARO","MINI SUPERMAKETS",19,6,552.4901
"1398",5110,"KASARANI","SUPERMAKETS",19,6,1451.3466
"1399",7282,"MOMBASA","SUPERMAKETS",19,6,967.5644
"1400",5110,"KASARANI","SUPERMAKETS",19,6,1272.3482
"1401",1192,"MTITO ANDEI","SUPERMAKETS",19,6,4763.2905
"1402",5110,"KASARANI","SUPERMAKETS",19,6,3314.9406
"1403",5110,"KASARANI","SUPERMAKETS",19,6,1535.9526
"1404",5110,"KASARANI","SUPERMAKETS",19,6,1905.3162
"1405",9979,"MANYANGA","MINI SUPERMAKETS",19,6,2509.1052
"1406",9979,"MANYANGA","MINI SUPERMAKETS",19,6,2151.8844
"1407",7282,"MOMBASA","SUPERMAKETS",19,6,636.1741
"1408",4011,"VOI","MINI SHOPS",19,6,3175.527
"1409",5648,"MTITO ANDEI","SHOPS",19,6,3918
"1410",1192,"MTITO ANDEI","SUPERMAKETS",19,6,203
"1411",4759,"MANYANGA","SUPERMAKETS",19,6,176.5
"1412",5110,"KASARANI","SUPERMAKETS",19,6,1637.8428
"1413",5142,"MTITO ANDEI","MINI SHOPS",19,6,3692.262
"1414",5145,"MANYANGA","MINI SUPERMAKETS",19,6,1764
"1415",7282,"MOMBASA","SUPERMAKETS",19,6,466.7107
"1416",7282,"MOMBASA","SUPERMAKETS",19,6,441.25
"1417",7282,"MOMBASA","SUPERMAKETS",19,6,935.5702
"1418",7282,"MOMBASA","SUPERMAKETS",19,6,506.75
"1419",7282,"MOMBASA","SUPERMAKETS",19,6,308
"1420",5142,"MTITO ANDEI","MINI SHOPS",19,6,1102.5
"1421",5142,"MTITO ANDEI","MINI SHOPS",19,6,8020
"1422",7282,"MOMBASA","SUPERMAKETS",19,6,266.9888
"1423",7282,"MOMBASA","SUPERMAKETS",19,6,647.5
"1424",7282,"MOMBASA","SUPERMAKETS",19,6,121.25
"1425",5110,"KASARANI","SUPERMAKETS",19,6,2715
"1426",5145,"MANYANGA","MINI SUPERMAKETS",19,6,718
"1427",7931,"MTITO ANDEI","SHOPS",19,6,629.4776
"1428",5142,"MTITO ANDEI","MINI SHOPS",19,6,2619.8035
"1429",5142,"MTITO ANDEI","MINI SHOPS",19,6,3147.388
"1430",5145,"MANYANGA","MINI SUPERMAKETS",19,6,103
"1431",1192,"MTITO ANDEI","SUPERMAKETS",19,6,903
"1432",1192,"MTITO ANDEI","SUPERMAKETS",19,6,220.5
"1433",1192,"MTITO ANDEI","SUPERMAKETS",19,6,4060
"1434",1192,"MTITO ANDEI","SUPERMAKETS",19,6,3072
"1435",4011,"VOI","MINI SHOPS",19,6,1764
"1436",4120,"MACHAKOS","SUPERMAKETS",19,6,248.61
"1437",4120,"MACHAKOS","SUPERMAKETS",19,6,617.75
"1438",5110,"KASARANI","SUPERMAKETS",19,6,1414
"1439",4957,"MAUA","SUPERMAKETS",19,6,606.25
"1440",1192,"MTITO ANDEI","SUPERMAKETS",19,6,5265
"1441",1192,"MTITO ANDEI","SUPERMAKETS",19,6,1702
"1442",1192,"MTITO ANDEI","SUPERMAKETS",19,6,1637.8428
"1443",1192,"MTITO ANDEI","SUPERMAKETS",19,6,1096.194
"1444",4957,"MAUA","SUPERMAKETS",19,6,-66.9633
"1445",5110,"KASARANI","SUPERMAKETS",19,6,2828
"1446",5145,"MANYANGA","MINI SUPERMAKETS",19,6,1070.0702
"1447",7282,"MOMBASA","SUPERMAKETS",19,6,88.25
"1448",1192,"MTITO ANDEI","SUPERMAKETS",19,6,2553
"1449",5110,"KASARANI","SUPERMAKETS",19,6,-745
"1450",1521,"VOI","MINI SHOPS",19,6,2215.3572
"1451",5145,"MANYANGA","MINI SUPERMAKETS",19,6,2287.3112
"1452",4011,"VOI","MINI SHOPS",19,6,8037.477
"1453",4011,"VOI","MINI SHOPS",19,6,3323.0358
"1454",4011,"VOI","MINI SHOPS",19,6,7750.7202
"1455",5145,"MANYANGA","MINI SUPERMAKETS",19,6,74.5546
"1456",6180,"NAIROBI","MINI SUPERMAKETS",19,6,122.9624
"1457",6180,"NAIROBI","MINI SUPERMAKETS",19,6,74.5038
"1458",6180,"NAIROBI","MINI SUPERMAKETS",19,6,756.6941
"1459",6180,"NAIROBI","MINI SUPERMAKETS",19,6,20.075
"1460",6180,"NAIROBI","MINI SUPERMAKETS",19,6,119.1392
"1461",4011,"VOI","MINI SHOPS",19,6,656.365
"1462",4011,"VOI","MINI SHOPS",19,6,627.7596
"1463",4011,"VOI","MINI SHOPS",19,6,66.8068
"1464",4011,"VOI","MINI SHOPS",19,6,6.015
"1465",4011,"VOI","MINI SHOPS",19,6,83.9392
"1466",5145,"MANYANGA","MINI SUPERMAKETS",19,6,20.075
"1467",6072,"MANYANGA","MINI SHOPS",19,6,186.682
"1468",7282,"MOMBASA","SUPERMAKETS",19,6,37.2782
"1469",7282,"MOMBASA","SUPERMAKETS",19,6,340.5259
"1470",7282,"MOMBASA","SUPERMAKETS",19,6,229.1412
"1471",4011,"VOI","MINI SHOPS",19,6,117.1362
"1472",4011,"VOI","MINI SHOPS",19,6,-637.6592
"1473",4011,"VOI","MINI SHOPS",19,6,1063.5444
"1474",4011,"VOI","MINI SHOPS",19,6,1162.1124
"1475",4011,"VOI","MINI SHOPS",19,6,179.6408
"1476",4011,"VOI","MINI SHOPS",19,6,269.4612
"1477",4011,"VOI","MINI SHOPS",19,6,-101.0112
"1478",5145,"MANYANGA","MINI SUPERMAKETS",19,6,192.3054
"1479",4011,"VOI","MINI SHOPS",19,6,202.8338
"1480",3663,"NAIROBI","MINI SUPERMAKETS",19,6,16587.82
"1481",1192,"MTITO ANDEI","SUPERMAKETS",19,6,41469.55
"1482",4957,"MAUA","SUPERMAKETS",19,6,8293.91
"1483",4011,"VOI","MINI SHOPS",19,6,250.7173
"1484",4011,"VOI","MINI SHOPS",19,6,236.3193
"1485",4011,"VOI","MINI SHOPS",19,6,325
"1486",4011,"VOI","MINI SHOPS",19,6,400
"1487",4011,"VOI","MINI SHOPS",19,6,400
"1488",4011,"VOI","MINI SHOPS",19,6,590.4192
"1489",6180,"NAIROBI","MINI SUPERMAKETS",19,6,182.7788
"1490",6180,"NAIROBI","MINI SUPERMAKETS",19,6,422.6874
"1491",6180,"NAIROBI","MINI SUPERMAKETS",19,6,282.2835
